document_id,title,domain,subdomain,entity_type,owner,status,version,valid_from,valid_to,region,business_unit,source_system,source_sheet,source_row,evidence_level,audience,language,tags,aliases,section,filepath
IQVIA-PROMO-TECH-D_MANUFACTURERS,d_manufacturers,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_manufacturers|dimension,,table_profiles,20_table_profiles/d_manufacturers-table-profile.md
IQVIA-PROMO-TECH-D_MATERIAL_LEFT_ABSTR_CLINICAL_LIT_DATA,d_material_left_abstr_clinical_lit_data,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_material_left_abstr_clinical_lit_data|dimension,,table_profiles,20_table_profiles/d_material_left_abstr_clinical_lit_data-table-profile.md
IQVIA-PROMO-TECH-D_MATERIAL_LEFT_OTHER,d_material_left_other,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_material_left_other|dimension,,table_profiles,20_table_profiles/d_material_left_other-table-profile.md
IQVIA-PROMO-TECH-D_MATERIAL_LEFT_PATIENT_EDUCATIONAL_LIT,d_material_left_patient_educational_lit,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_material_left_patient_educational_lit|dimension,,table_profiles,20_table_profiles/d_material_left_patient_educational_lit-table-profile.md
IQVIA-PROMO-TECH-D_MATERIAL_LEFT_PROMOTIONAL_PRODUCT_LIT,d_material_left_promotional_product_lit,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_material_left_promotional_product_lit|dimension,,table_profiles,20_table_profiles/d_material_left_promotional_product_lit-table-profile.md
IQVIA-PROMO-TECH-D_MATERIAL_LEFT_SAMPLES,d_material_left_samples,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_material_left_samples|dimension,,table_profiles,20_table_profiles/d_material_left_samples-table-profile.md
IQVIA-PROMO-TECH-D_MEETING_TYPES,d_meeting_types,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_meeting_types|dimension,,table_profiles,20_table_profiles/d_meeting_types-table-profile.md
IQVIA-PROMO-TECH-D_MOLECULES,d_molecules,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_molecules|dimension,,table_profiles,20_table_profiles/d_molecules-table-profile.md
IQVIA-PROMO-TECH-D_NPS,d_nps,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_nps|dimension,,table_profiles,20_table_profiles/d_nps-table-profile.md
IQVIA-PROMO-TECH-D_PRESCRIPTION_CURRENT,d_prescription_current,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_prescription_current|dimension,,table_profiles,20_table_profiles/d_prescription_current-table-profile.md
IQVIA-PROMO-TECH-D_PRESCRIPTION_FUTURE,d_prescription_future,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_prescription_future|dimension,,table_profiles,20_table_profiles/d_prescription_future-table-profile.md
IQVIA-PROMO-TECH-D_PRESENTATION_POSITION,d_presentation_position,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_presentation_position|dimension,,table_profiles,20_table_profiles/d_presentation_position-table-profile.md
IQVIA-PROMO-TECH-D_PRODUCTS_PRESENTED,d_products_presented,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_products_presented|dimension,,table_profiles,20_table_profiles/d_products_presented-table-profile.md
IQVIA-PROMO-TECH-D_RECONSTRUCTED_MARKETS,d_reconstructed_markets,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_reconstructed_markets|dimension,,table_profiles,20_table_profiles/d_reconstructed_markets-table-profile.md
IQVIA-PROMO-TECH-D_REPRESENTING_COMPANY,d_representing_company,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_representing_company|dimension,,table_profiles,20_table_profiles/d_representing_company-table-profile.md
IQVIA-PROMO-TECH-D_SPECIALTY,d_specialty,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_specialty|dimension,,table_profiles,20_table_profiles/d_specialty-table-profile.md
IQVIA-PROMO-TECH-D_SPONSORING_COMPANIES,d_sponsoring_companies,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_sponsoring_companies|dimension,,table_profiles,20_table_profiles/d_sponsoring_companies-table-profile.md
IQVIA-PROMO-TECH-D_TIME,d_time,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_time|dimension,,table_profiles,20_table_profiles/d_time-table-profile.md
IQVIA-PROMO-TECH-D_VISIT_DURATION,d_visit_duration,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_table_profile,ccantamaglia@ext.menarini.com,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,metadata_plus_analysis,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|d_visit_duration|dimension,,table_profiles,20_table_profiles/d_visit_duration-table-profile.md
IQVIA-PROMO-TECH-F_CHANNEL_DYNAMIC_DATA,f_channel_dynamic_data,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,fact_table_profile,ccantamaglia@ext.menarini.com,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer|f_channel_dynamic_data|fact,,table_profiles,20_table_profiles/f_channel_dynamic_data-table-profile.md
IQVIA-PROMO-TECH-SCHEMA-OVERVIEW,trusted_starschema_01 schema overview,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,schema_overview,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,10_schema,10_schema/trusted_starschema_01-schema-overview.md
IQVIA-PROMO-TECH-REL-MAP,trusted_starschema_01 relationship map,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,relationship_map,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,10_schema,10_schema/trusted_starschema_01-relationship-map.md
IQVIA-PROMO-TECH-MEASURES,trusted_starschema_01 measure inventory,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,measure_inventory,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,10_schema,10_schema/trusted_starschema_01-measure-inventory.md
IQVIA-PROMO-TECH-DIMS,trusted_starschema_01 dimension inventory,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,dimension_inventory,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,10_schema,10_schema/trusted_starschema_01-dimension-inventory.md
IQVIA-PROMO-TECH-OAS-COVERAGE,trusted_starschema_01 oas promo coverage,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,oas_coverage,TO_BE_ASSIGNED,candidate,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,analysis_appendix,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,10_schema,10_schema/trusted_starschema_01-oas-promo-coverage.md
IQVIA-PROMO-TECH-QUALITY,trusted_starschema_01 quality register,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,quality_register,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,30_quality,30_quality/trusted_starschema_01-data-quality-register.md
IQVIA-PROMO-TECH-MARKET-RISK,d_reconstructed_markets risk note,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,risk_note,TO_BE_ASSIGNED,technical_validated,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,sql_validated_assessment,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,30_quality,30_quality/trusted_starschema_01-market-dimension-risk-note.md
IQVIA-PROMO-TECH-OAS-GAP,promo oas measure gap analysis,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,migration_gap_analysis,TO_BE_ASSIGNED,candidate,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,analysis_appendix,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,40_appendix,40_appendix/promo-oas-measure-gap-analysis.md
IQVIA-PROMO-TECH-MERGE-NOTES,merge notes with existing business corpus,IQVIA Promotional / Channel Dynamics,Databricks technical semantic layer,merge_guidance,TO_BE_ASSIGNED,draft,0.2,,,multi-country,ChannelDynamics,dev_iqvia_catalog.trusted_starschema_01,,,analysis_appendix,"data,analytics,ai_engineering,business_bi",en,promo|technical-layer,,01_governance,01_governance/merge_notes_with_existing_business_corpus.md
